"Reporting Area","Current MMWR Year","Disease_Category","total_cases","Population","incidence_rate"
"Kentucky",2024,"Polio",0,4588372,0
"Kentucky",2024,"Rubella",0,4588372,0
"Kentucky",2024,"Varicella",61,4588372,1.33
"Louisiana",2022,"Hepatitis B",0,4593687,0
"Louisiana",2022,"Influenza",83,4593687,1.81
"Louisiana",2022,"Measles",0,4593687,0
"Louisiana",2022,"Meningococcal",5,4593687,0.11
"Louisiana",2022,"Mumps",10,4593687,0.22
"Louisiana",2022,"Pertussis",3,4593687,0.07
"Louisiana",2022,"Pneumococcal",321,4593687,6.99
"Louisiana",2022,"Polio",0,4593687,0
"Louisiana",2022,"Rubella",0,4593687,0
"Louisiana",2022,"Varicella",43,4593687,0.94
"Louisiana",2023,"Hepatitis B",0,4588071,0
"Louisiana",2023,"Influenza",93,4588071,2.03
"Louisiana",2023,"Measles",0,4588071,0
"Louisiana",2023,"Meningococcal",5,4588071,0.11
"Louisiana",2023,"Mumps",4,4588071,0.09
"Louisiana",2023,"Pertussis",11,4588071,0.24
"Louisiana",2023,"Pneumococcal",379,4588071,8.26
"Louisiana",2023,"Polio",0,4588071,0
"Louisiana",2023,"Rubella",0,4588071,0
"Louisiana",2023,"Varicella",66,4588071,1.44
"Louisiana",2024,"Hepatitis A",13,4597740,0.28
"Louisiana",2024,"Hepatitis B",1102,4597740,23.97
"Louisiana",2024,"Influenza",109,4597740,2.37
"Louisiana",2024,"Measles",3,4597740,0.07
"Louisiana",2024,"Meningococcal",4,4597740,0.09
"Louisiana",2024,"Mumps",2,4597740,0.04
"Louisiana",2024,"Pertussis",129,4597740,2.81
"Louisiana",2024,"Pneumococcal",378,4597740,8.22
"Louisiana",2024,"Polio",0,4597740,0
"Louisiana",2024,"Rubella",0,4597740,0
"Louisiana",2024,"Varicella",61,4597740,1.33
"Maine",2022,"Hepatitis B",0,1390922,0
"Maine",2022,"Influenza",27,1390922,1.94
"Maine",2022,"Measles",0,1390922,0
"Maine",2022,"Meningococcal",1,1390922,0.07
"Maine",2022,"Mumps",0,1390922,0
"Maine",2022,"Pertussis",74,1390922,5.32
"Maine",2022,"Pneumococcal",152,1390922,10.93
"Maine",2022,"Polio",0,1390922,0
"Maine",2022,"Rubella",0,1390922,0
"Maine",2022,"Varicella",40,1390922,2.88
"Maine",2023,"Hepatitis B",0,1399646,0
"Maine",2023,"Influenza",27,1399646,1.93
"Maine",2023,"Measles",0,1399646,0
"Maine",2023,"Meningococcal",0,1399646,0
"Maine",2023,"Mumps",3,1399646,0.21
"Maine",2023,"Pertussis",67,1399646,4.79
"Maine",2023,"Pneumococcal",150,1399646,10.72
"Maine",2023,"Polio",0,1399646,0
"Maine",2023,"Rubella",0,1399646,0
"Maine",2023,"Varicella",36,1399646,2.57
"Maine",2024,"Hepatitis A",15,1405012,1.07
"Maine",2024,"Hepatitis B",229,1405012,16.3
"Maine",2024,"Influenza",29,1405012,2.06
"Maine",2024,"Measles",0,1405012,0
"Maine",2024,"Meningococcal",2,1405012,0.14
"Maine",2024,"Mumps",0,1405012,0
"Maine",2024,"Pertussis",178,1405012,12.67
"Maine",2024,"Pneumococcal",170,1405012,12.1
"Maine",2024,"Polio",0,1405012,0
"Maine",2024,"Rubella",0,1405012,0
"Maine",2024,"Varicella",23,1405012,1.64
"Maryland",2022,"Hepatitis B",0,6192440,0
"Maryland",2022,"Influenza",101,6192440,1.63
"Maryland",2022,"Measles",0,6192440,0
"Maryland",2022,"Meningococcal",6,6192440,0.1
"Maryland",2022,"Mumps",7,6192440,0.11
"Maryland",2022,"Pertussis",14,6192440,0.23
"Maryland",2022,"Pneumococcal",333,6192440,5.38
"Maryland",2022,"Polio",0,6192440,0
"Maryland",2022,"Rubella",1,6192440,0.02
"Maryland",2022,"Varicella",0,6192440,0
"Maryland",2023,"Hepatitis B",0,6217062,0
"Maryland",2023,"Influenza",148,6217062,2.38
"Maryland",2023,"Measles",1,6217062,0.02
"Maryland",2023,"Meningococcal",11,6217062,0.18
"Maryland",2023,"Mumps",7,6217062,0.11
"Maryland",2023,"Pertussis",20,6217062,0.32
"Maryland",2023,"Pneumococcal",508,6217062,8.17
"Maryland",2023,"Polio",0,6217062,0
"Maryland",2023,"Rubella",0,6217062,0
"Maryland",2023,"Varicella",0,6217062,0
"Maryland",2024,"Hepatitis A",22,6263220,0.35
"Maryland",2024,"Hepatitis B",1921,6263220,30.67
"Maryland",2024,"Influenza",181,6263220,2.89
"Maryland",2024,"Measles",1,6263220,0.02
"Maryland",2024,"Meningococcal",9,6263220,0.14
"Maryland",2024,"Mumps",7,6263220,0.11
"Maryland",2024,"Pertussis",235,6263220,3.75
"Maryland",2024,"Pneumococcal",508,6263220,8.11
"Maryland",2024,"Polio",0,6263220,0
"Maryland",2024,"Rubella",0,6263220,0
"Maryland",2024,"Varicella",0,6263220,0
"Massachusetts",2022,"Hepatitis B",0,7022468,0
"Massachusetts",2022,"Influenza",104,7022468,1.48
"Massachusetts",2022,"Measles",0,7022468,0
"Massachusetts",2022,"Meningococcal",11,7022468,0.16
"Massachusetts",2022,"Mumps",9,7022468,0.13
"Massachusetts",2022,"Pertussis",6,7022468,0.09
"Massachusetts",2022,"Pneumococcal",294,7022468,4.19
"Massachusetts",2022,"Polio",0,7022468,0
"Massachusetts",2022,"Rubella",0,7022468,0
"Massachusetts",2022,"Varicella",98,7022468,1.4
"Massachusetts",2023,"Hepatitis B",0,7066568,0
"Massachusetts",2023,"Influenza",118,7066568,1.67
"Massachusetts",2023,"Measles",0,7066568,0
"Massachusetts",2023,"Meningococcal",9,7066568,0.13
"Massachusetts",2023,"Mumps",6,7066568,0.08
"Massachusetts",2023,"Pertussis",10,7066568,0.14
"Massachusetts",2023,"Pneumococcal",232,7066568,3.28
"Massachusetts",2023,"Polio",0,7066568,0
"Massachusetts",2023,"Rubella",0,7066568,0
"Massachusetts",2023,"Varicella",132,7066568,1.87
"Massachusetts",2024,"Hepatitis A",32,7136171,0.45
"Massachusetts",2024,"Hepatitis B",3309,7136171,46.37
"Massachusetts",2024,"Influenza",173,7136171,2.42
"Massachusetts",2024,"Measles",1,7136171,0.01
"Massachusetts",2024,"Meningococcal",11,7136171,0.15
"Massachusetts",2024,"Mumps",14,7136171,0.2
"Massachusetts",2024,"Pertussis",841,7136171,11.79
"Massachusetts",2024,"Pneumococcal",329,7136171,4.61
"Massachusetts",2024,"Polio",0,7136171,0
"Massachusetts",2024,"Rubella",0,7136171,0
"Massachusetts",2024,"Varicella",76,7136171,1.06
"Michigan",2022,"Hepatitis B",0,10050877,0
"Michigan",2022,"Influenza",153,10050877,1.52
"Michigan",2022,"Measles",2,10050877,0.02
"Michigan",2022,"Meningococcal",5,10050877,0.05
"Michigan",2022,"Mumps",11,10050877,0.11
"Michigan",2022,"Pertussis",67,10050877,0.67
"Michigan",2022,"Pneumococcal",579,10050877,5.76
"Michigan",2022,"Polio",0,10050877,0
"Michigan",2022,"Rubella",3,10050877,0.03
"Michigan",2022,"Varicella",209,10050877,2.08
"Michigan",2023,"Hepatitis B",0,10083356,0
"Michigan",2023,"Influenza",227,10083356,2.25
"Michigan",2023,"Measles",1,10083356,0.01
"Michigan",2023,"Meningococcal",7,10083356,0.07
"Michigan",2023,"Mumps",15,10083356,0.15
"Michigan",2023,"Pertussis",86,10083356,0.85
"Michigan",2023,"Pneumococcal",768,10083356,7.62
"Michigan",2023,"Polio",0,10083356,0
"Michigan",2023,"Rubella",0,10083356,0
"Michigan",2023,"Varicella",330,10083356,3.27
"Michigan",2024,"Hepatitis A",24,10140459,0.24
"Michigan",2024,"Hepatitis B",929,10140459,9.16
"Michigan",2024,"Influenza",239,10140459,2.36
"Michigan",2024,"Measles",6,10140459,0.06
"Michigan",2024,"Meningococcal",14,10140459,0.14
"Michigan",2024,"Mumps",15,10140459,0.15
"Michigan",2024,"Pertussis",1683,10140459,16.6
"Michigan",2024,"Pneumococcal",871,10140459,8.59
"Michigan",2024,"Polio",0,10140459,0
"Michigan",2024,"Rubella",6,10140459,0.06
"Michigan",2024,"Varicella",260,10140459,2.56
"Minnesota",2022,"Hepatitis B",2,5721621,0.03
"Minnesota",2022,"Influenza",1,5721621,0.02
"Minnesota",2022,"Measles",22,5721621,0.38
"Minnesota",2022,"Meningococcal",0,5721621,0
"Minnesota",2022,"Mumps",2,5721621,0.03
"Minnesota",2022,"Pertussis",14,5721621,0.24
"Minnesota",2022,"Pneumococcal",0,5721621,0
"Minnesota",2022,"Polio",0,5721621,0
"Minnesota",2022,"Rubella",0,5721621,0
"Minnesota",2022,"Varicella",172,5721621,3.01
"Minnesota",2023,"Hepatitis B",0,5753048,0
"Minnesota",2023,"Influenza",2,5753048,0.03
"Minnesota",2023,"Measles",0,5753048,0
"Minnesota",2023,"Meningococcal",0,5753048,0
"Minnesota",2023,"Mumps",2,5753048,0.03
"Minnesota",2023,"Pertussis",25,5753048,0.43
"Minnesota",2023,"Pneumococcal",0,5753048,0
"Minnesota",2023,"Polio",0,5753048,0
"Minnesota",2023,"Rubella",0,5753048,0
"Minnesota",2023,"Varicella",117,5753048,2.03
"Minnesota",2024,"Hepatitis A",15,5793151,0.26
"Minnesota",2024,"Hepatitis B",903,5793151,15.59
"Minnesota",2024,"Influenza",4,5793151,0.07
"Minnesota",2024,"Measles",68,5793151,1.17
"Minnesota",2024,"Meningococcal",0,5793151,0
"Minnesota",2024,"Mumps",2,5793151,0.03
"Minnesota",2024,"Pertussis",1895,5793151,32.71
"Minnesota",2024,"Pneumococcal",0,5793151,0
"Minnesota",2024,"Polio",0,5793151,0
"Minnesota",2024,"Rubella",0,5793151,0
"Minnesota",2024,"Varicella",192,5793151,3.31
"Mississippi",2022,"Hepatitis B",0,2941939,0
"Mississippi",2022,"Influenza",56,2941939,1.9
"Mississippi",2022,"Measles",0,2941939,0
"Mississippi",2022,"Meningococcal",1,2941939,0.03
"Mississippi",2022,"Mumps",0,2941939,0
"Mississippi",2022,"Pertussis",1,2941939,0.03
"Mississippi",2022,"Pneumococcal",177,2941939,6.02
"Mississippi",2022,"Polio",0,2941939,0
"Mississippi",2022,"Rubella",0,2941939,0
"Mississippi",2022,"Varicella",18,2941939,0.61
"Mississippi",2023,"Hepatitis B",0,2943172,0
"Mississippi",2023,"Influenza",63,2943172,2.14
"Mississippi",2023,"Measles",0,2943172,0
"Mississippi",2023,"Meningococcal",2,2943172,0.07
"Mississippi",2023,"Mumps",0,2943172,0
"Mississippi",2023,"Pertussis",3,2943172,0.1
"Mississippi",2023,"Pneumococcal",220,2943172,7.47
"Mississippi",2023,"Polio",0,2943172,0
"Mississippi",2023,"Rubella",0,2943172,0
"Mississippi",2023,"Varicella",13,2943172,0.44
"Mississippi",2024,"Hepatitis A",4,2943045,0.14
"Mississippi",2024,"Hepatitis B",22,2943045,0.75
"Mississippi",2024,"Influenza",54,2943045,1.83
"Mississippi",2024,"Measles",0,2943045,0
"Mississippi",2024,"Meningococcal",2,2943045,0.07
"Mississippi",2024,"Mumps",0,2943045,0
"Mississippi",2024,"Pertussis",46,2943045,1.56
"Mississippi",2024,"Pneumococcal",209,2943045,7.1
"Mississippi",2024,"Polio",0,2943045,0
"Mississippi",2024,"Rubella",0,2943045,0
"Mississippi",2024,"Varicella",36,2943045,1.22
"Missouri",2022,"Hepatitis B",1,6179414,0.02
"Missouri",2022,"Influenza",99,6179414,1.6
"Missouri",2022,"Measles",0,6179414,0
"Missouri",2022,"Meningococcal",4,6179414,0.06
"Missouri",2022,"Mumps",6,6179414,0.1
"Missouri",2022,"Pertussis",22,6179414,0.36
"Missouri",2022,"Pneumococcal",492,6179414,7.96
"Missouri",2022,"Polio",0,6179414,0
"Missouri",2022,"Rubella",1,6179414,0.02
"Missouri",2022,"Varicella",87,6179414,1.41
"Missouri",2023,"Hepatitis B",2,6208038,0.03
"Missouri",2023,"Influenza",155,6208038,2.5
"Missouri",2023,"Measles",1,6208038,0.02
"Missouri",2023,"Meningococcal",7,6208038,0.11
"Missouri",2023,"Mumps",8,6208038,0.13
"Missouri",2023,"Pertussis",71,6208038,1.14
"Missouri",2023,"Pneumococcal",552,6208038,8.89
"Missouri",2023,"Polio",0,6208038,0
"Missouri",2023,"Rubella",0,6208038,0
"Missouri",2023,"Varicella",71,6208038,1.14
"Missouri",2024,"Hepatitis A",28,6245466,0.45
"Missouri",2024,"Hepatitis B",1066,6245466,17.07
"Missouri",2024,"Influenza",202,6245466,3.23
"Missouri",2024,"Measles",2,6245466,0.03
"Missouri",2024,"Meningococcal",9,6245466,0.14
"Missouri",2024,"Mumps",2,6245466,0.03
"Missouri",2024,"Pertussis",773,6245466,12.38
"Missouri",2024,"Pneumococcal",567,6245466,9.08
"Missouri",2024,"Polio",0,6245466,0
"Missouri",2024,"Rubella",0,6245466,0
"Missouri",2024,"Varicella",118,6245466,1.89
"Montana",2022,"Hepatitis B",0,1122095,0
"Montana",2022,"Influenza",18,1122095,1.6
"Montana",2022,"Measles",0,1122095,0
"Montana",2022,"Meningococcal",0,1122095,0
"Montana",2022,"Mumps",0,1122095,0
"Montana",2022,"Pertussis",2,1122095,0.18
"Montana",2022,"Pneumococcal",95,1122095,8.47
"Montana",2022,"Polio",0,1122095,0
"Montana",2022,"Rubella",0,1122095,0
"Montana",2022,"Varicella",22,1122095,1.96
"Montana",2023,"Hepatitis B",0,1131302,0
"Montana",2023,"Influenza",11,1131302,0.97
"Montana",2023,"Measles",0,1131302,0
"Montana",2023,"Meningococcal",0,1131302,0
"Montana",2023,"Mumps",2,1131302,0.18
"Montana",2023,"Pertussis",45,1131302,3.98
"Montana",2023,"Pneumococcal",89,1131302,7.87
"Montana",2023,"Polio",0,1131302,0
"Montana",2023,"Rubella",0,1131302,0
"Montana",2023,"Varicella",34,1131302,3.01
"Montana",2024,"Hepatitis A",3,1137233,0.26
"Montana",2024,"Hepatitis B",20,1137233,1.76
"Montana",2024,"Influenza",23,1137233,2.02
"Montana",2024,"Measles",0,1137233,0
"Montana",2024,"Meningococcal",0,1137233,0
"Montana",2024,"Mumps",1,1137233,0.09
"Montana",2024,"Pertussis",115,1137233,10.11
"Montana",2024,"Pneumococcal",92,1137233,8.09
"Montana",2024,"Polio",0,1137233,0
"Montana",2024,"Rubella",0,1137233,0
"Montana",2024,"Varicella",23,1137233,2.02
"Nebraska",2022,"Hepatitis B",0,1972246,0
"Nebraska",2022,"Influenza",30,1972246,1.52
"Nebraska",2022,"Measles",0,1972246,0
"Nebraska",2022,"Meningococcal",3,1972246,0.15
"Nebraska",2022,"Mumps",8,1972246,0.41
"Nebraska",2022,"Pertussis",29,1972246,1.47
"Nebraska",2022,"Pneumococcal",162,1972246,8.21
"Nebraska",2022,"Polio",0,1972246,0
"Nebraska",2022,"Rubella",0,1972246,0
"Nebraska",2022,"Varicella",6,1972246,0.3
"Nebraska",2023,"Hepatitis B",0,1987864,0
"Nebraska",2023,"Influenza",47,1987864,2.36
"Nebraska",2023,"Measles",0,1987864,0
"Nebraska",2023,"Meningococcal",0,1987864,0
"Nebraska",2023,"Mumps",4,1987864,0.2
"Nebraska",2023,"Pertussis",13,1987864,0.65
"Nebraska",2023,"Pneumococcal",167,1987864,8.4
"Nebraska",2023,"Polio",0,1987864,0
"Nebraska",2023,"Rubella",0,1987864,0
"Nebraska",2023,"Varicella",16,1987864,0.8
"Nebraska",2024,"Hepatitis A",6,2005465,0.3
"Nebraska",2024,"Hepatitis B",237,2005465,11.82
"Nebraska",2024,"Influenza",41,2005465,2.04
"Nebraska",2024,"Measles",0,2005465,0
"Nebraska",2024,"Meningococcal",1,2005465,0.05
"Nebraska",2024,"Mumps",6,2005465,0.3
"Nebraska",2024,"Pertussis",419,2005465,20.89
"Nebraska",2024,"Pneumococcal",185,2005465,9.22
"Nebraska",2024,"Polio",0,2005465,0
"Nebraska",2024,"Rubella",0,2005465,0
"Nebraska",2024,"Varicella",25,2005465,1.25
"Nevada",2022,"Hepatitis B",1,3176116,0.03
"Nevada",2022,"Influenza",148,3176116,4.66
"Nevada",2022,"Measles",2,3176116,0.06
"Nevada",2022,"Meningococcal",2,3176116,0.06
"Nevada",2022,"Mumps",2,3176116,0.06
"Nevada",2022,"Pertussis",145,3176116,4.57
"Nevada",2022,"Pneumococcal",495,3176116,15.59
"Nevada",2022,"Polio",0,3176116,0
"Nevada",2022,"Rubella",18,3176116,0.57
"Nevada",2022,"Varicella",0,3176116,0
"Nevada",2023,"Hepatitis B",0,3214363,0
"Nevada",2023,"Influenza",38,3214363,1.18
"Nevada",2023,"Measles",0,3214363,0
"Nevada",2023,"Meningococcal",1,3214363,0.03
"Nevada",2023,"Mumps",0,3214363,0
"Nevada",2023,"Pertussis",20,3214363,0.62
"Nevada",2023,"Pneumococcal",195,3214363,6.07
"Nevada",2023,"Polio",0,3214363,0
"Nevada",2023,"Rubella",0,3214363,0
"Nevada",2023,"Varicella",13,3214363,0.4
"Nevada",2024,"Hepatitis A",7,3267467,0.21
"Nevada",2024,"Hepatitis B",728,3267467,22.28
"Nevada",2024,"Influenza",19,3267467,0.58
"Nevada",2024,"Measles",0,3267467,0
"Nevada",2024,"Meningococcal",0,3267467,0
"Nevada",2024,"Mumps",1,3267467,0.03
"Nevada",2024,"Pertussis",8,3267467,0.24
"Nevada",2024,"Pneumococcal",140,3267467,4.28
"Nevada",2024,"Polio",0,3267467,0
"Nevada",2024,"Rubella",0,3267467,0
"Nevada",2024,"Varicella",15,3267467,0.46
"New Hampshire",2022,"Hepatitis B",0,1396678,0
"New Hampshire",2022,"Influenza",25,1396678,1.79
"New Hampshire",2022,"Measles",0,1396678,0
"New Hampshire",2022,"Meningococcal",0,1396678,0
"New Hampshire",2022,"Mumps",1,1396678,0.07
"New Hampshire",2022,"Pertussis",2,1396678,0.14
"New Hampshire",2022,"Pneumococcal",79,1396678,5.66
"New Hampshire",2022,"Polio",0,1396678,0
"New Hampshire",2022,"Rubella",0,1396678,0
"New Hampshire",2022,"Varicella",26,1396678,1.86
"New Hampshire",2023,"Hepatitis B",0,1402199,0
"New Hampshire",2023,"Influenza",29,1402199,2.07
"New Hampshire",2023,"Measles",0,1402199,0
"New Hampshire",2023,"Meningococcal",0,1402199,0
"New Hampshire",2023,"Mumps",0,1402199,0
"New Hampshire",2023,"Pertussis",4,1402199,0.29
"New Hampshire",2023,"Pneumococcal",87,1402199,6.2
"New Hampshire",2023,"Polio",0,1402199,0
"New Hampshire",2023,"Rubella",0,1402199,0
"New Hampshire",2023,"Varicella",35,1402199,2.5
"New Hampshire",2024,"Hepatitis A",2,1409032,0.14
"New Hampshire",2024,"Hepatitis B",32,1409032,2.27
"New Hampshire",2024,"Influenza",36,1409032,2.55
"New Hampshire",2024,"Measles",2,1409032,0.14
"New Hampshire",2024,"Meningococcal",1,1409032,0.07
"New Hampshire",2024,"Mumps",1,1409032,0.07
"New Hampshire",2024,"Pertussis",54,1409032,3.83
"New Hampshire",2024,"Pneumococcal",105,1409032,7.45
"New Hampshire",2024,"Polio",0,1409032,0
"New Hampshire",2024,"Rubella",0,1409032,0
"New Hampshire",2024,"Varicella",51,1409032,3.62
"New Jersey",2022,"Hepatitis B",0,9295227,0
"New Jersey",2022,"Influenza",1,9295227,0.01
"New Jersey",2022,"Measles",0,9295227,0
"New Jersey",2022,"Meningococcal",0,9295227,0
"New Jersey",2022,"Mumps",0,9295227,0
"New Jersey",2022,"Pertussis",0,9295227,0
"New Jersey",2022,"Pneumococcal",252,9295227,2.71
"New Jersey",2022,"Polio",0,9295227,0
"New Jersey",2022,"Rubella",0,9295227,0
"New Jersey",2022,"Varicella",2,9295227,0.02
"New Jersey",2023,"Hepatitis B",0,9379642,0
"New Jersey",2023,"Influenza",145,9379642,1.55
"New Jersey",2023,"Measles",1,9379642,0.01
"New Jersey",2023,"Meningococcal",12,9379642,0.13
"New Jersey",2023,"Mumps",14,9379642,0.15
"New Jersey",2023,"Pertussis",88,9379642,0.94
"New Jersey",2023,"Pneumococcal",556,9379642,5.93
"New Jersey",2023,"Polio",0,9379642,0
"New Jersey",2023,"Rubella",0,9379642,0
"New Jersey",2023,"Varicella",201,9379642,2.14
"New Jersey",2024,"Hepatitis A",52,9500851,0.55
"New Jersey",2024,"Hepatitis B",256,9500851,2.69
"New Jersey",2024,"Influenza",146,9500851,1.54
"New Jersey",2024,"Measles",2,9500851,0.02
"New Jersey",2024,"Meningococcal",17,9500851,0.18
"New Jersey",2024,"Mumps",12,9500851,0.13
"New Jersey",2024,"Pertussis",423,9500851,4.45
"New Jersey",2024,"Pneumococcal",665,9500851,7
"New Jersey",2024,"Polio",0,9500851,0
"New Jersey",2024,"Rubella",0,9500851,0
"New Jersey",2024,"Varicella",135,9500851,1.42
"New Mexico",2022,"Hepatitis B",0,2113868,0
"New Mexico",2022,"Influenza",41,2113868,1.94
"New Mexico",2022,"Measles",0,2113868,0
"New Mexico",2022,"Meningococcal",0,2113868,0
"New Mexico",2022,"Mumps",2,2113868,0.09
"New Mexico",2022,"Pertussis",44,2113868,2.08
"New Mexico",2022,"Pneumococcal",413,2113868,19.54
"New Mexico",2022,"Polio",0,2113868,0
"New Mexico",2022,"Rubella",0,2113868,0
"New Mexico",2022,"Varicella",37,2113868,1.75
"New Mexico",2023,"Hepatitis B",0,2121164,0
"New Mexico",2023,"Influenza",48,2121164,2.26
"New Mexico",2023,"Measles",0,2121164,0
"New Mexico",2023,"Meningococcal",0,2121164,0
"New Mexico",2023,"Mumps",0,2121164,0
"New Mexico",2023,"Pertussis",37,2121164,1.74
"New Mexico",2023,"Pneumococcal",432,2121164,20.37
"New Mexico",2023,"Polio",0,2121164,0
"New Mexico",2023,"Rubella",0,2121164,0
"New Mexico",2023,"Varicella",42,2121164,1.98
"New Mexico",2024,"Hepatitis A",5,2130256,0.23
"New Mexico",2024,"Hepatitis B",69,2130256,3.24
"New Mexico",2024,"Influenza",45,2130256,2.11
"New Mexico",2024,"Measles",2,2130256,0.09
"New Mexico",2024,"Meningococcal",2,2130256,0.09
"New Mexico",2024,"Mumps",0,2130256,0
"New Mexico",2024,"Pertussis",101,2130256,4.74
"New Mexico",2024,"Pneumococcal",407,2130256,19.11
"New Mexico",2024,"Polio",0,2130256,0
"New Mexico",2024,"Rubella",0,2130256,0
"New Mexico",2024,"Varicella",38,2130256,1.78
"New York",2022,"Hepatitis B",0,19703747,0
"New York",2022,"Influenza",167,19703747,0.85
"New York",2022,"Measles",0,19703747,0
"New York",2022,"Meningococcal",14,19703747,0.07
"New York",2022,"Mumps",11,19703747,0.06
"New York",2022,"Pertussis",199,19703747,1.01
"New York",2022,"Pneumococcal",780,19703747,3.96
"New York",2022,"Polio",0,19703747,0
"New York",2022,"Rubella",0,19703747,0
"New York",2022,"Varicella",0,19703747,0
"New York",2023,"Hepatitis B",0,19737367,0
"New York",2023,"Influenza",261,19737367,1.32
"New York",2023,"Measles",0,19737367,0
"New York",2023,"Meningococcal",22,19737367,0.11
"New York",2023,"Mumps",8,19737367,0.04
"New York",2023,"Pertussis",534,19737367,2.71
"New York",2023,"Pneumococcal",903,19737367,4.58
"New York",2023,"Polio",0,19737367,0
"New York",2023,"Rubella",0,19737367,0
"New York",2023,"Varicella",0,19737367,0
"New York",2024,"Hepatitis A",21,19867248,0.11
"New York",2024,"Hepatitis B",1112,19867248,5.6
"New York",2024,"Influenza",286,19867248,1.44
"New York",2024,"Measles",1,19867248,0.01
"New York",2024,"Meningococcal",17,19867248,0.09
"New York",2024,"Mumps",5,19867248,0.03
"New York",2024,"Pertussis",1735,19867248,8.73
"New York",2024,"Pneumococcal",971,19867248,4.89
"New York",2024,"Polio",0,19867248,0
"New York",2024,"Rubella",0,19867248,0
"New York",2024,"Varicella",0,19867248,0
"North Carolina",2022,"Hepatitis B",0,10710793,0
"North Carolina",2022,"Influenza",181,10710793,1.69
"North Carolina",2022,"Measles",0,10710793,0
"North Carolina",2022,"Meningococcal",15,10710793,0.14
"North Carolina",2022,"Mumps",2,10710793,0.02
"North Carolina",2022,"Pertussis",33,10710793,0.31
"North Carolina",2022,"Pneumococcal",0,10710793,0
"North Carolina",2022,"Polio",0,10710793,0
"North Carolina",2022,"Rubella",0,10710793,0
"North Carolina",2022,"Varicella",85,10710793,0.79
"North Carolina",2023,"Hepatitis B",0,10881189,0
"North Carolina",2023,"Influenza",233,10881189,2.14
"North Carolina",2023,"Measles",0,10881189,0
"North Carolina",2023,"Meningococcal",21,10881189,0.19
"North Carolina",2023,"Mumps",4,10881189,0.04
"North Carolina",2023,"Pertussis",81,10881189,0.74
"North Carolina",2023,"Pneumococcal",0,10881189,0
"North Carolina",2023,"Polio",0,10881189,0
"North Carolina",2023,"Rubella",0,10881189,0
"North Carolina",2023,"Varicella",165,10881189,1.52
"North Carolina",2024,"Hepatitis A",43,11046024,0.39
"North Carolina",2024,"Hepatitis B",742,11046024,6.72
"North Carolina",2024,"Influenza",279,11046024,2.53
"North Carolina",2024,"Measles",1,11046024,0.01
"North Carolina",2024,"Meningococcal",13,11046024,0.12
"North Carolina",2024,"Mumps",7,11046024,0.06
"North Carolina",2024,"Pertussis",757,11046024,6.85
"North Carolina",2024,"Pneumococcal",0,11046024,0
"North Carolina",2024,"Polio",0,11046024,0
"North Carolina",2024,"Rubella",0,11046024,0
"North Carolina",2024,"Varicella",152,11046024,1.38
"North Dakota",2022,"Hepatitis B",0,781057,0
"North Dakota",2022,"Influenza",12,781057,1.54
"North Dakota",2022,"Measles",0,781057,0
"North Dakota",2022,"Meningococcal",1,781057,0.13
"North Dakota",2022,"Mumps",1,781057,0.13
"North Dakota",2022,"Pertussis",13,781057,1.66
"North Dakota",2022,"Pneumococcal",68,781057,8.71
"North Dakota",2022,"Polio",0,781057,0
"North Dakota",2022,"Rubella",0,781057,0
"North Dakota",2022,"Varicella",15,781057,1.92
"North Dakota",2023,"Hepatitis B",1,789047,0.13
"North Dakota",2023,"Influenza",11,789047,1.39
"North Dakota",2023,"Measles",0,789047,0
"North Dakota",2023,"Meningococcal",0,789047,0
"North Dakota",2023,"Mumps",3,789047,0.38
"North Dakota",2023,"Pertussis",15,789047,1.9
"North Dakota",2023,"Pneumococcal",84,789047,10.65
"North Dakota",2023,"Polio",0,789047,0
"North Dakota",2023,"Rubella",0,789047,0
"North Dakota",2023,"Varicella",34,789047,4.31
"North Dakota",2024,"Hepatitis A",6,796568,0.75
"North Dakota",2024,"Hepatitis B",64,796568,8.03
"North Dakota",2024,"Influenza",17,796568,2.13
"North Dakota",2024,"Measles",0,796568,0
"North Dakota",2024,"Meningococcal",0,796568,0
"North Dakota",2024,"Mumps",0,796568,0
"North Dakota",2024,"Pertussis",138,796568,17.32
"North Dakota",2024,"Pneumococcal",106,796568,13.31
"North Dakota",2024,"Polio",0,796568,0
"North Dakota",2024,"Rubella",0,796568,0
"North Dakota",2024,"Varicella",30,796568,3.77
"Ohio",2022,"Hepatitis B",2,11777874,0.02
"Ohio",2022,"Influenza",257,11777874,2.18
"Ohio",2022,"Measles",87,11777874,0.74
"Ohio",2022,"Meningococcal",7,11777874,0.06
"Ohio",2022,"Mumps",20,11777874,0.17
"Ohio",2022,"Pertussis",145,11777874,1.23
"Ohio",2022,"Pneumococcal",1102,11777874,9.36
"Ohio",2022,"Polio",0,11777874,0
"Ohio",2022,"Rubella",0,11777874,0
"Ohio",2022,"Varicella",231,11777874,1.96
"Ohio",2023,"Hepatitis B",0,11824034,0
"Ohio",2023,"Influenza",377,11824034,3.19
"Ohio",2023,"Measles",4,11824034,0.03
"Ohio",2023,"Meningococcal",17,11824034,0.14
"Ohio",2023,"Mumps",33,11824034,0.28
"Ohio",2023,"Pertussis",810,11824034,6.85
"Ohio",2023,"Pneumococcal",1299,11824034,10.99
"Ohio",2023,"Polio",0,11824034,0
"Ohio",2023,"Rubella",0,11824034,0
